#EMOJI,TITLE,CATEGORY,CODEPOINT,PARENTCODEPOINT,ANNOTATIONS,BRI,VERSION
✴️,Eight Pointed Black Star,SYMBOLS,U+2734 U+FE0F,,sign;star;symbol,,9
🆚,Squared Vs,SYMBOLS,U+1F19A,,symbol;versus;vs;word,,9
💮,White Flower,SYMBOLS,U+1F4AE,,flower;object;symbol,,9
🉐,Circled Ideograph Advantage,SYMBOLS,U+1F250,,japanese;symbol;word,,9
㊙️,Circled Ideograph Secret,SYMBOLS,U+3299 U+FE0F,,chinese;ideograph;secret;symbol;word,,9
㊗️,Circled Ideograph Congratulation,SYMBOLS,U+3297 U+FE0F,,chinese;congratulation;congratulations;ideograph;symbol;word,,9
🈴,Squared CJK Unified Ideograph-5408,SYMBOLS,U+1F234,,chinese;symbol;word,,9
🈵,Squared CJK Unified Ideograph-6e80,SYMBOLS,U+1F235,,chinese;symbol;word,,9
🈹,Squared CJK Unified Ideograph-5272,SYMBOLS,U+1F239,,japanese;symbol;word,,9
🈲,Squared CJK Unified Ideograph-7981,SYMBOLS,U+1F232,,japanese;symbol;word,,9
🅰️,Negative Squared Latin Capital Letter A,SYMBOLS,U+1F170 U+FE0F,,a;blood;symbol;word,,9
🅱️,Negative Squared Latin Capital Letter B,SYMBOLS,U+1F171 U+FE0F,,b;blood;symbol;word,,9
🆎,Negative Squared AB,SYMBOLS,U+1F18E,,ab;blood;symbol;word,,9
🆑,Squared CL,SYMBOLS,U+1F191,,cl;symbol;word,,9
🅾️,Negative Squared Latin Capital Letter O,SYMBOLS,U+1F17E U+FE0F,,blood;o;symbol;word,,9
🆘,Squared SOS,SYMBOLS,U+1F198,,help;sos;symbol;word,,9
❌,Cross Mark,SYMBOLS,U+274C,,cancel;mark;multiplication;multiply;sign;symbol;x,,9
⭕️,Heavy Large Circle,SYMBOLS,U+2B55 U+FE0F,,circle;o;symbol;travel,,9
🛑,Octagonal Sign,SYMBOLS,U+1F6D1,,octagonal;sign;stop,,10.2
⛔️,No Entry,SYMBOLS,U+26D4 U+FE0F,,entry;forbidden;no;not;prohibited;symbol;traffic;travel,,9
📛,Name Badge,SYMBOLS,U+1F4DB,,badge;name;object;office,,9
🚫,No Entry Sign,SYMBOLS,U+1F6AB,,entry;forbidden;no;not;prohibited;symbol;travel,,9
💯,Hundred Points Symbol,SYMBOLS,U+1F4AF,,100;full;hundred;office;score;symbol,perfect;dope;awesome;nice;,9
💢,Anger Symbol,SYMBOLS,U+1F4A2,,angry;comic;emotion;mad;person;symbol,,9
♨️,Hot Springs,SYMBOLS,U+2668 U+FE0F,,hot;hotsprings;place;springs;steaming,,9
🚷,No Pedestrians,SYMBOLS,U+1F6B7,,forbidden;no;not;pedestrian;place;prohibited;sign;symbol;travel,,9
🚯,Do Not Litter Symbol,SYMBOLS,U+1F6AF,,forbidden;litter;no;not;prohibited;sign;symbol;travel,,9
🚳,No Bicycles,SYMBOLS,U+1F6B3,,bicycle;bike;forbidden;no;not;place;prohibited;sign;sport;symbol;travel;vehicle,,9
🚱,Non-Potable Water Symbol,SYMBOLS,U+1F6B1,,drink;forbidden;no;not;potable;prohibited;sign;symbol;travel;water,,9
🔞,No One Under Eighteen Symbol,SYMBOLS,U+1F51E,,18;age restriction;eighteen;forbidden;no;not;prohibited;symbol;underage;word,,9
📵,No Mobile Phones,SYMBOLS,U+1F4F5,,cell;communication;forbidden;mobile;no;not;object;phone;prohibited;symbol;telephone,,9
🚭,No Smoking Symbol,SYMBOLS,U+1F6AD,,forbidden;no;not;prohibited;sign;smoking;symbol;travel,,9
❗️,Heavy Exclamation Mark Symbol,SYMBOLS,U+2757 U+FE0F,,exclamation;mark;punctuation;symbol;word,what;awesome;seriously;yay,9
❕,White Exclamation Mark Ornament,SYMBOLS,U+2755,,exclamation;mark;outlined;punctuation;symbol;word,what;awesome;seriously;yay,9
❓,Black Question Mark Ornament,SYMBOLS,U+2753,,mark;punctuation;question;symbol;word,huh;,9
❔,White Question Mark Ornament,SYMBOLS,U+2754,,mark;outlined;punctuation;question;symbol;word,huh;,9
‼️,Double Exclamation Mark,SYMBOLS,U+203C U+FE0F,,bangbang;exclamation;mark;punctuation;symbol;word,yay;,9
⁉️,Exclamation Question Mark,SYMBOLS,U+2049 U+FE0F,,exclamation;interrobang;mark;punctuation;question;symbol;word,huh;yay;uhh;,9
🔅,Low Brightness Symbol,SYMBOLS,U+1F505,,brightness;dim;low;sign;symbol,sun,9
🔆,High Brightness Symbol,SYMBOLS,U+1F506,,bright;brightness;sign;symbol,sun,9
〽️,Part Alternation Mark,SYMBOLS,U+303D U+FE0F,,mark;part;sign;symbol,m,9
⚠️,Warning Sign,SYMBOLS,U+26A0 U+FE0F,,place;symbol;travel;warning,warn;,9
🚸,Children Crossing,SYMBOLS,U+1F6B8,,child;crossing;pedestrian;place;sign;symbol;traffic;travel,,9
🔱,Trident Emblem,SYMBOLS,U+1F531,,anchor;emblem;object;ship;symbol;tool;trident,,9
⚜️,Fleur-De-Lis,SYMBOLS,U+269C U+FE0F,,fleur-de-lis;symbol,,9
🔰,Japanese Symbol for Beginner,SYMBOLS,U+1F530,,beginner;chevron;green;japanese;leaf;object;tool;yellow,,9
♻️,Black Universal Recycling Symbol,SYMBOLS,U+267B U+FE0F,,recycle;sign;symbol,,9
✅,White Heavy Check Mark,SYMBOLS,U+2705,,check;mark;sign;symbol,ok;good;,9
🈯️,Squared CJK Unified Ideograph-6307,SYMBOLS,U+1F22F U+FE0F,,japanese;symbol;word,,9
💹,Chart With Upwards Trend and Yen Sign,SYMBOLS,U+1F4B9,,bank;chart;currency;graph;growth;market;money;object;office;rise;symbol;trend;upward;yen,,9
❇️,Sparkle,SYMBOLS,U+2747 U+FE0F,,sign;sparkle;symbol,,9
✳️,Eight Spoked Asterisk,SYMBOLS,U+2733 U+FE0F,,asterisk;sign;symbol,,9
❎,Negative Squared Cross Mark,SYMBOLS,U+274E,,mark;sign;square;symbol,,9
🌐,Globe With Meridians,SYMBOLS,U+1F310,,earth;globe;meridians;nature;place;world,,9
💠,Diamond Shape With a Dot Inside,SYMBOLS,U+1F4A0,,comic;diamond;geometric;inside;sign;symbol,,9
Ⓜ️,Circled Latin Capital Letter M,SYMBOLS,U+24C2 U+FE0F,,circle;m;place;symbol;word,,9
🌀,Cyclone,SYMBOLS,U+1F300,,cyclone;dizzy;nature;twister;typhoon;weather,,9
💤,Sleeping Symbol,SYMBOLS,U+1F4A4,,comic;emotion;person;sleep;symbol;word;zzz,sleep;tired;snooze;,9
🏧,Automated Teller Machine,SYMBOLS,U+1F3E7,,atm;automated;bank;place;sign;symbol;teller,money;cash;,9
🚾,Water Closet,SYMBOLS,U+1F6BE,,closet;lavatory;place;restroom;sign;symbol;travel;water;wc,,9
♿️,Wheelchair Symbol,SYMBOLS,U+267F U+FE0F,,access;sign;symbol;travel;wheelchair,,9
🅿️,Negative Squared Latin Capital Letter P,SYMBOLS,U+1F17F U+FE0F,,parking;place;sign;symbol;word,,9
🈳,Squared CJK Unified Ideograph-7a7a,SYMBOLS,U+1F233,,chinese;symbol;word,,9
🈂️,Squared Katakana Sa,SYMBOLS,U+1F202 U+FE0F,,japanese;symbol;word,,9
🛂,Passport Control,SYMBOLS,U+1F6C2,,control;passport;place;sign;symbol;travel,,9
🛃,Customs,SYMBOLS,U+1F6C3,,customs;place;sign;symbol;travel,,9
🛄,Baggage Claim,SYMBOLS,U+1F6C4,,baggage;claim;place;sign;symbol;travel,,9
🛅,Left Luggage,SYMBOLS,U+1F6C5,,baggage;left luggage;locker;luggage;place;sign;symbol;travel,,9
🚹,Mens Symbol,SYMBOLS,U+1F6B9,,lavatory;man;restroom;sign;symbol;travel;wc,,9
🚺,Womens Symbol,SYMBOLS,U+1F6BA,,lavatory;restroom;sign;symbol;travel;wc;woman,,9
🚼,Baby Symbol,SYMBOLS,U+1F6BC,,baby;changing;sign;symbol;travel,,9
🚻,Restroom,SYMBOLS,U+1F6BB,,lavatory;restroom;sign;symbol;travel;wc,,9
🚮,Put Litter in Its Place Symbol,SYMBOLS,U+1F6AE,,litter;litterbox;place;symbol;travel,,9
🎦,Cinema,SYMBOLS,U+1F3A6,,activity;camera;cinema;entertainment;film;movie;object;symbol,,9
📶,Antenna With Bars,SYMBOLS,U+1F4F6,,antenna;bar;cell;communication;mobile;object;phone;signal;symbol;telephone,,9
🈁,Squared Katakana Koko,SYMBOLS,U+1F201,,japanese;symbol;word,,9
🔣,Input Symbol for Symbols,SYMBOLS,U+1F523,,input;symbol;word,,9
ℹ️,Information Source,SYMBOLS,U+2139 U+FE0F,,i;information;symbol;word,,9
🔤,Input Symbol for Latin Letters,SYMBOLS,U+1F524,,abc;alphabet;input;latin;letters;symbol;word,,9
🔡,Input Symbol for Latin Small Letters,SYMBOLS,U+1F521,,abcd;input;latin;letters;lowercase;symbol;word,,9
🔠,Input Symbol for Latin Capital Letters,SYMBOLS,U+1F520,,input;latin;letters;symbol;uppercase;word,,9
🆖,Squared NG,SYMBOLS,U+1F196,,ng;symbol;word,,9
🆗,Squared OK,SYMBOLS,U+1F197,,ok;symbol;word,,9
🆙,Squared Up With Exclamation Mark,SYMBOLS,U+1F199,,mark;symbol;up;word,,9
🆒,Squared Cool,SYMBOLS,U+1F192,,cool;symbol;word,,9
🆕,Squared New,SYMBOLS,U+1F195,,new;symbol;word,,9
🆓,Squared Free,SYMBOLS,U+1F193,,free;symbol;word,,9
0️⃣,Keycap Digit Zero,SYMBOLS,U+30 U+20E3 U+FE0F,,keycap,0;zero,9
1️⃣,Keycap Digit One,SYMBOLS,U+31 U+20E3 U+FE0F,,keycap,1;one,9
2️⃣,Keycap Digit Two,SYMBOLS,U+32 U+20E3 U+FE0F,,keycap,2;two,9
3️⃣,Keycap Digit Three,SYMBOLS,U+33 U+20E3 U+FE0F,,keycap,3;three,9
4️⃣,Keycap Digit Four,SYMBOLS,U+34 U+20E3 U+FE0F,,keycap,4;four,9
5️⃣,Keycap Digit Five,SYMBOLS,U+35 U+20E3 U+FE0F,,keycap,5;five,9
6️⃣,Keycap Digit Six,SYMBOLS,U+36 U+20E3 U+FE0F,,keycap,6;six,9
7️⃣,Keycap Digit Seven,SYMBOLS,U+37 U+20E3 U+FE0F,,keycap,7;seven,9
8️⃣,Keycap Digit Eight,SYMBOLS,U+38 U+20E3 U+FE0F,,keycap,8;eight,9
9️⃣,Keycap Digit Nine,SYMBOLS,U+39 U+20E3 U+FE0F,,keycap,9;nine,9
🔟,Keycap Ten,SYMBOLS,U+1F51F,,10;keycap;symbol;ten;word,,9
🔢,Input Symbol for Numbers,SYMBOLS,U+1F522,,1234;input;numbers;symbol;word,,9
#️⃣,Keycap Number Sign,SYMBOLS,U+23 U+20E3 U+FE0F,,keycap,hashtag,9
*️⃣,Keycap Asterisk,SYMBOLS,U+2A U+20E3 U+FE0F,,keycap,star,9
⏏️,Eject Button,SYMBOLS,U+23CF U+FE0F,,,,11.1
▶️,Black Right-Pointing Triangle,SYMBOLS,U+25B6 U+FE0F,,arrow;play;right;sound;symbol;triangle,,9
⏸,Double Vertical Bar,SYMBOLS,U+23F8,,bar;double;pause;sound;symbol;vertical,,9
⏯,Black Right-Pointing Triangle With Double Vertical Bar,SYMBOLS,U+23EF,,arrow;play;pause;right;triangle,,9
⏹,Black Square for Stop,SYMBOLS,U+23F9,,sound;square;stop;symbol,,9
⏺,Black Circle for Record,SYMBOLS,U+23FA,,circle;record;sound;symbol,,9
⏭,Black Right-Pointing Double Triangle With Vertical Bar,SYMBOLS,U+23ED,,arrow;next;scene;track;triangle,,9
⏮,Black Left-Pointing Double Triangle With Vertical Bar,SYMBOLS,U+23EE,,arrow;previous;scene;track;triangle,,9
⏩,Black Right-Pointing Double Triangle,SYMBOLS,U+23E9,,arrow;double;fast;forward;sound;symbol,,9
⏪,Black Left-Pointing Double Triangle,SYMBOLS,U+23EA,,arrow;double;rewind;sound;symbol,,9
⏫,Black Up-Pointing Double Triangle,SYMBOLS,U+23EB,,arrow;double;sound;symbol,,9
⏬,Black Down-Pointing Double Triangle,SYMBOLS,U+23EC,,arrow;double;down;sound;symbol,,9
◀️,Black Left-Pointing Triangle,SYMBOLS,U+25C0 U+FE0F,,arrow;left;reverse;sound;symbol;triangle,,9
🔼,Up-Pointing Small Red Triangle,SYMBOLS,U+1F53C,,arrow;button;red;symbol,,9
🔽,Down-Pointing Small Red Triangle,SYMBOLS,U+1F53D,,arrow;button;down;red;symbol,,9
➡️,Black Rightwards Arrow,SYMBOLS,U+27A1 U+FE0F,,arrow;cardinal;direction;east;symbol,,9
⬅️,Leftwards Black Arrow,SYMBOLS,U+2B05 U+FE0F,,arrow;cardinal;direction;symbol;west,,9
⬆️,Upwards Black Arrow,SYMBOLS,U+2B06 U+FE0F,,arrow;cardinal;direction;north;symbol,,9
⬇️,Downwards Black Arrow,SYMBOLS,U+2B07 U+FE0F,,arrow;cardinal;direction;down;south;symbol,,9
↗️,North East Arrow,SYMBOLS,U+2197 U+FE0F,,arrow;direction;intercardinal;northeast;symbol,,9
↘️,South East Arrow,SYMBOLS,U+2198 U+FE0F,,arrow;direction;intercardinal;southeast;symbol,,9
↙️,South West Arrow,SYMBOLS,U+2199 U+FE0F,,arrow;direction;intercardinal;southwest;symbol,,9
↖️,North West Arrow,SYMBOLS,U+2196 U+FE0F,,arrow;direction;intercardinal;northwest;symbol,,9
↕️,Up Down Arrow,SYMBOLS,U+2195 U+FE0F,,arrow;symbol,,9
↔️,Left Right Arrow,SYMBOLS,U+2194 U+FE0F,,arrow;symbol,,9
↪️,Rightwards Arrow With Hook,SYMBOLS,U+21AA U+FE0F,,arrow;symbol,,9
↩️,Leftwards Arrow With Hook,SYMBOLS,U+21A9 U+FE0F,,arrow;symbol,,9
⤴️,Arrow Pointing Rightwards Then Curving Upwards,SYMBOLS,U+2934 U+FE0F,,arrow;symbol,,9
⤵️,Arrow Pointing Rightwards Then Curving Downwards,SYMBOLS,U+2935 U+FE0F,,arrow;down;symbol,,9
🔀,Twisted Rightwards Arrows,SYMBOLS,U+1F500,,arrow;crossed;symbol,shuffle,9
🔁,Clockwise Rightwards and Leftwards Open Circle Arrows,SYMBOLS,U+1F501,,arrow;clockwise;repeat;symbol,again,9
🔂,Clockwise Rightwards and Leftwards Open Circle Arrows With Circled One Overlay,SYMBOLS,U+1F502,,arrow;clockwise;once;symbol,always;repeat,9
🔄,Anticlockwise Downwards and Upwards Open Circle Arrows,SYMBOLS,U+1F504,,anticlockwise;arrow;counterclockwise;symbol;withershins,again,9
🔃,Clockwise Downwards and Upwards Open Circle Arrows,SYMBOLS,U+1F503,,arrow;clockwise;reload;symbol,again,9
🎵,Musical Note,SYMBOLS,U+1F3B5,,activity;entertainment;music;note;object;sound,,9
🎶,Multiple Musical Notes,SYMBOLS,U+1F3B6,,activity;entertainment;music;note;notes;object;sound,,9
➕,Heavy Plus Sign,SYMBOLS,U+2795,,math;plus;sign;symbol,,9
➖,Heavy Minus Sign,SYMBOLS,U+2796,,math;minus;sign;symbol,,9
➗,Heavy Division Sign,SYMBOLS,U+2797,,division;math;sign;symbol,,9
✖️,Heavy Multiplication X,SYMBOLS,U+2716 U+FE0F,,cancel;multiplication;multiply;sign;symbol;x,,9
♾,infinity,SYMBOLS,U+267E,,forever;infinity;unbounded;universal,loop;forever;,12.1
💲,Heavy Dollar Sign,SYMBOLS,U+1F4B2,,currency;dollar;money;object;office;symbol,,9
💱,Currency Exchange,SYMBOLS,U+1F4B1,,bank;currency;exchange;money;object;office;symbol,,9
™️,Trade Mark Sign,SYMBOLS,U+2122 U+FE0F,,mark;symbol;tm;trademark;word,,9
©️,Copyright Sign,SYMBOLS,U+A9,,copyright,,9
®️,Registered Sign,SYMBOLS,U+AE,,registered,,9
👁‍🗨,Eye in Speech Bubble,SYMBOLS,U+1F441 U+200D U+1F5E8,,eye;speech-bubble;witness,,9
🔚,End With Leftwards Arrow Above,SYMBOLS,U+1F51A,,arrow;end;symbol,,9
🔙,Back With Leftwards Arrow Above,SYMBOLS,U+1F519,,arrow;back;symbol,,9
🔛,On With Exclamation Mark With Left Right Arrow Above,SYMBOLS,U+1F51B,,arrow;mark;on;symbol,,9
🔝,Top With Upwards Arrow Above,SYMBOLS,U+1F51D,,arrow;symbol;top;up,,9
🔜,Soon With Rightwards Arrow Above,SYMBOLS,U+1F51C,,arrow;soon;symbol,,9
〰️,Wavy Dash,SYMBOLS,U+3030 U+FE0F,,dash;punctuation;sound;symbol;wavy,,9
➰,Curly Loop,SYMBOLS,U+27B0,,curl;loop;sign;symbol,,9
➿,Double Curly Loop,SYMBOLS,U+27BF,,curl;double;loop;sign;symbol,,9
✔️,Heavy Check Mark,SYMBOLS,U+2714 U+FE0F,,check;mark;sign;symbol,,9
☑️,Ballot Box With Check,SYMBOLS,U+2611 U+FE0F,,ballot;box;check;sign;symbol,,9
🔘,Radio Button,SYMBOLS,U+1F518,,button;geometric;radio;sign;symbol,,9
⚪️,Medium White Circle,SYMBOLS,U+26AA U+FE0F,,circle;geometric;sign;symbol,,9
⚫️,Medium Black Circle,SYMBOLS,U+26AB U+FE0F,,circle;geometric;sign;symbol,,9
🔴,Large Red Circle,SYMBOLS,U+1F534,,circle;geometric;red;sign;symbol,knuckles,9
🔵,Large Blue Circle,SYMBOLS,U+1F535,,blue;circle;geometric;sign;symbol,,9
🔺,Up-Pointing Red Triangle,SYMBOLS,U+1F53A,,geometric;red;sign;symbol,,9
🔻,Down-Pointing Red Triangle,SYMBOLS,U+1F53B,,down;geometric;red;sign;symbol,,9
🔸,Small Orange Diamond,SYMBOLS,U+1F538,,diamond;geometric;orange;sign;symbol,,9
🔹,Small Blue Diamond,SYMBOLS,U+1F539,,blue;diamond;geometric;sign;symbol,,9
🔶,Large Orange Diamond,SYMBOLS,U+1F536,,diamond;geometric;orange;sign;symbol,,9
🔷,Large Blue Diamond,SYMBOLS,U+1F537,,blue;diamond;geometric;sign;symbol,,9
🔳,White Square Button,SYMBOLS,U+1F533,,button;geometric;outlined;sign;square;symbol,,9
🔲,Black Square Button,SYMBOLS,U+1F532,,button;geometric;sign;square;symbol,,9
▪️,Black Small Square,SYMBOLS,U+25AA U+FE0F,,geometric;sign;square;symbol,,9
▫️,White Small Square,SYMBOLS,U+25AB U+FE0F,,geometric;sign;square;symbol,,9
◾️,Black Medium Small Square,SYMBOLS,U+25FE U+FE0F,,geometric;sign;square;symbol,,9
◽️,White Medium Small Square,SYMBOLS,U+25FD U+FE0F,,geometric;sign;square;symbol,,9
◼️,Black Medium Square,SYMBOLS,U+25FC U+FE0F,,geometric;sign;square;symbol,,9
◻️,White Medium Square,SYMBOLS,U+25FB U+FE0F,,geometric;sign;square;symbol,,9
⬛️,Black Large Square,SYMBOLS,U+2B1B U+FE0F,,geometric;sign;square;symbol,,9
⬜️,White Large Square,SYMBOLS,U+2B1C U+FE0F,,geometric;sign;square;symbol,,9
🔈,Speaker,SYMBOLS,U+1F508,,object;sound;speaker;volume,,9
🔇,Speaker With Cancellation Stroke,SYMBOLS,U+1F507,,mute;object;quiet;silent;sound;speaker;volume,,9
🔉,Speaker With One Sound Wave,SYMBOLS,U+1F509,,low;object;sound;speaker;volume;wave,,9
🔊,Speaker With Three Sound Waves,SYMBOLS,U+1F50A,,3;entertainment;high;loud;object;sound;speaker;three;volume,,9
🔔,Bell,SYMBOLS,U+1F514,,bell;object;sound,,9
🔕,Bell With Cancellation Stroke,SYMBOLS,U+1F515,,bell;forbidden;mute;no;not;object;prohibited;quiet;silent;sound,,9
📣,Cheering Megaphone,SYMBOLS,U+1F4E3,,cheering;communication;megaphone;object;sound,,9
📢,Public Address Loudspeaker,SYMBOLS,U+1F4E2,,communication;loud;loudspeaker;object;public address;sound,,9
💬,Speech Balloon,SYMBOLS,U+1F4AC,,balloon;bubble;comic;dialog;emotion;object;person;speech,,9
💭,Thought Balloon,SYMBOLS,U+1F4AD,,balloon;bubble;comic;emotion;object;person;thought,,9
🗯,Right Anger Bubble,SYMBOLS,U+1F5EF,,angry;balloon;bubble;emotion;mad;symbol,,9
♠️,Black Spade Suit,SYMBOLS,U+2660 U+FE0F,,card;game;spade;suit;symbol,,9
♣️,Black Club Suit,SYMBOLS,U+2663 U+FE0F,,card;club;clubs;game;suit;symbol,,9
♥️,Black Heart Suit,SYMBOLS,U+2665 U+FE0F,,card;emotion;game;heart;hearts;suit;symbol,,9
♦️,Black Diamond Suit,SYMBOLS,U+2666 U+FE0F,,card;diamond;diamonds;game;suit;symbol,,9
🃏,Playing Card Black Joker,SYMBOLS,U+1F0CF,,card;entertainment;game;joker;object;playing,,9
🎴,Flower Playing Cards,SYMBOLS,U+1F3B4,,activity;card;entertainment;flower;game;japanese;object;playing,,9
🀄️,Mahjong Tile Red Dragon,SYMBOLS,U+1F004 U+FE0F,,game;mahjong;object;red,,9
🕐,Clock Face One O'Clock,SYMBOLS,U+1F550,,00;1;1:00;clock;o’clock;one;symbol;time,,9
🕑,Clock Face Two O'Clock,SYMBOLS,U+1F551,,00;2;2:00;clock;o’clock;symbol;time;two,,9
🕒,Clock Face Three O'Clock,SYMBOLS,U+1F552,,00;3;3:00;clock;o’clock;symbol;three;time,,9
🕓,Clock Face Four O'Clock,SYMBOLS,U+1F553,,00;4;4:00;clock;four;o’clock;symbol;time,,9
🕔,Clock Face Five O'Clock,SYMBOLS,U+1F554,,00;5;5:00;clock;five;o’clock;symbol;time,,9
🕕,Clock Face Six O'Clock,SYMBOLS,U+1F555,,00;6;6:00;clock;o’clock;six;symbol;time,,9
🕖,Clock Face Seven O'Clock,SYMBOLS,U+1F556,,00;7;7:00;clock;o’clock;seven;symbol;time,,9
🕗,Clock Face Eight O'Clock,SYMBOLS,U+1F557,,00;8;8:00;clock;eight;o’clock;symbol;time,,9
🕘,Clock Face Nine O'Clock,SYMBOLS,U+1F558,,00;9;9:00;clock;nine;o’clock;symbol;time,,9
🕙,Clock Face Ten O'Clock,SYMBOLS,U+1F559,,00;10;10:00;clock;o’clock;symbol;ten;time,,9
🕚,Clock Face Eleven O'Clock,SYMBOLS,U+1F55A,,00;11;11:00;clock;eleven;o’clock;symbol;time,,9
🕛,Clock Face Twelve O'Clock,SYMBOLS,U+1F55B,,00;12;12:00;clock;o’clock;symbol;time;twelve,,9
🕜,Clock Face One-Thirty,SYMBOLS,U+1F55C,,1;30;1:30;clock;one;symbol;thirty;time,,9
🕝,Clock Face Two-Thirty,SYMBOLS,U+1F55D,,2;30;2:30;clock;symbol;thirty;time;two,,9
🕞,Clock Face Three-Thirty,SYMBOLS,U+1F55E,,3;30;3:30;clock;symbol;thirty;three;time,,9
🕟,Clock Face Four-Thirty,SYMBOLS,U+1F55F,,4;30;4:30;clock;four;symbol;thirty;time,,9
🕠,Clock Face Five-Thirty,SYMBOLS,U+1F560,,5;30;5:30;clock;five;symbol;thirty;time,,9
🕡,Clock Face Six-Thirty,SYMBOLS,U+1F561,,6;30;6:30;clock;six;symbol;thirty;time,,9
🕢,Clock Face Seven-Thirty,SYMBOLS,U+1F562,,7;30;7:30;clock;seven;symbol;thirty;time,,9
🕣,Clock Face Eight-Thirty,SYMBOLS,U+1F563,,8;30;8:30;clock;eight;symbol;thirty;time,,9
🕤,Clock Face Nine-Thirty,SYMBOLS,U+1F564,,9;30;9:30;clock;nine;symbol;thirty;time,,9
🕥,Clock Face Ten-Thirty,SYMBOLS,U+1F565,,10;30;10:30;clock;symbol;ten;thirty;time,,9
🕦,Clock Face Eleven-Thirty,SYMBOLS,U+1F566,,11;30;11:30;clock;eleven;symbol;thirty;time,,9
🕧,Clock Face Twelve-Thirty,SYMBOLS,U+1F567,,12;30;12:30;clock;symbol;thirty;time;twelve,,9
🏳️,Waving White Flag,FLAGS,U+1F3F3 U+FE0F,,flag;object;waving,surrender;,9
🏴,Waving Black Flag,FLAGS,U+1F3F4,,flag;object;waving,,9
🏴‍☠️,pirate flag,FLAGS,U+1F3F4 U+200D U+2620 U+FE0F,,Jolly Roger;pirate;pirate flag;plunder;treasure,treasure;plunder;,12.1
🏁,Chequered Flag,FLAGS,U+1F3C1,,checkered;chequered;flag;object;place;racing;sport,win;,9
🚩,Triangular Flag on Post,FLAGS,U+1F6A9,,flag;object;place;post;travel,,9
🏳️‍🌈,Rainbow Flag,FLAGS,U+1F3F3 U+FE0F U+200D U+1F308,,rainbow;flag;object;pride;proud,lgbt,9
🇺🇳,flag: United Nations,FLAGS,U+1F1FA U+1F1F3,,flag,un;flag;world;global;,12.1
🇦🇫,Flag for Afghanistan,FLAGS,U+1F1E6 U+1F1EB,,afghanistan;flag;other,,9
🇦🇽,Flag for Åland Islands,FLAGS,U+1F1E6 U+1F1FD,,åland;flag;other,,9
🇦🇱,Flag for Albania,FLAGS,U+1F1E6 U+1F1F1,,albania;flag;other,,9
🇩🇿,Flag for Algeria,FLAGS,U+1F1E9 U+1F1FF,,algeria;flag;other,,9
🇦🇸,Flag for American Samoa,FLAGS,U+1F1E6 U+1F1F8,,american;flag;samoa,,9
🇦🇩,Flag for Andorra,FLAGS,U+1F1E6 U+1F1E9,,andorra;flag;other,,9
🇦🇴,Flag for Angola,FLAGS,U+1F1E6 U+1F1F4,,angola;flag;other,,9
🇦🇮,Flag for Anguilla,FLAGS,U+1F1E6 U+1F1EE,,anguilla;flag;other,,9
🇦🇶,Flag for Antarctica,FLAGS,U+1F1E6 U+1F1F6,,antarctica;flag;other,,9
🇦🇬,Flag for Antigua & Barbuda,FLAGS,U+1F1E6 U+1F1EC,,antigua;barbuda;flag;other,,9
🇦🇷,Flag for Argentina,FLAGS,U+1F1E6 U+1F1F7,,argentina;flag;other,,9
🇦🇲,Flag for Armenia,FLAGS,U+1F1E6 U+1F1F2,,armenia;flag;other,,9
🇦🇼,Flag for Aruba,FLAGS,U+1F1E6 U+1F1FC,,aruba;flag;other,,9
🇦🇺,Flag for Australia,FLAGS,U+1F1E6 U+1F1FA,,australia;flag;other,,9
🇦🇹,Flag for Austria,FLAGS,U+1F1E6 U+1F1F9,,austria;flag;other,,9
🇦🇿,Flag for Azerbaijan,FLAGS,U+1F1E6 U+1F1FF,,azerbaijan;flag;other,,9
🇧🇸,Flag for Bahamas,FLAGS,U+1F1E7 U+1F1F8,,bahamas;flag;other,,9
🇧🇭,Flag for Bahrain,FLAGS,U+1F1E7 U+1F1ED,,bahrain;flag;other,,9
🇧🇩,Flag for Bangladesh,FLAGS,U+1F1E7 U+1F1E9,,bangladesh;flag;other,,9
🇧🇧,Flag for Barbados,FLAGS,U+1F1E7 U+1F1E7,,barbados;flag;other,,9
🇧🇾,Flag for Belarus,FLAGS,U+1F1E7 U+1F1FE,,belarus;flag;other,,9
🇧🇪,Flag for Belgium,FLAGS,U+1F1E7 U+1F1EA,,belgium;flag;other,,9
🇧🇿,Flag for Belize,FLAGS,U+1F1E7 U+1F1FF,,belize;flag;other,,9
🇧🇯,Flag for Benin,FLAGS,U+1F1E7 U+1F1EF,,benin;flag;other,,9
🇧🇲,Flag for Bermuda,FLAGS,U+1F1E7 U+1F1F2,,bermuda;flag;other,,9
